video_id,subset,recipe_type,segment_id,segment_start,segment_end,sentence,predicted_label
A68bBM_5wUY,training,421,0,49,61,mix flour salt and carron seeds together,Mix
ACyY0jTrm5c,validation,403,3,116,120,toss the noodles,Idle
AEpS4UBE6ds,training,302,1,107,118,stir fry ginger,Mix
APQ_KEVYbBw,training,124,1,106,126,boil the sausages in water and steam the bread,Cook-Heat
Afp_1HegZOc,training,213,0,6,15,toast two pieces of bread to golden and brown on one side,Bake
Ay55c3jSbeI,training,230,0,95,121,mix garlic soy sauce olive oil brown sugar and pepper corn together,Bake
B7-kMmC8Tj8,training,321,3,92,102,coat the chicken in the mixture,Season
BFpJtwAG-8A,training,216,3,224,230,cover the grill,Cook-Heat
BUhMeYMzydE,training,121,7,187,195,garnish with green onion,Plate
BYoZz07Y_CY,training,307,8,201,203,flip the nori over,Idle
Ba2xxUXJ90w,training,206,9,120,140,whisk the eggs,Mix
Bts6MvK8f9k,training,425,8,135,144,spread dosa batter on the pan in a circle,Idle
C0gWH2E4lWg,training,114,8,289,295,garnish the mashed potatoes with chard leaves,Plate
C2cNcOXGyZA,training,201,8,205,211,bake the chicken,Bake
C67CT1mdkzI,training,410,7,186,190,flip the roti to the other side,Idle
CElmXCveb48,training,208,2,40,52,peel and cut the potatoes into pieces,Cut
CazGUhhclEY,training,103,4,253,301,spread blue cheese on the buns and place mushrooms patty lettuce and the bun on top,Plate
CgbEMrfzmQQ,training,112,1,44,52,cook the pasta in the water,Cook-Heat
Cgyi5kaU7Qc,training,412,1,65,70,mix the chicken with hands,Mix
Ck3oNHsLqfk,training,214,9,275,278,cover the dish with smoked lid,Plate
CkMGWQG-SaU,training,413,6,265,286,cut the cooked chicken into small pieces and place them inside the bread,Cut
D4AnZ0ymfzw,training,325,2,72,85,stir and cook until the soup boils,Cook-Heat
DBgap0YANhs,validation,409,2,224,240,mix the potatoes and onions in,Mix
DErbTrN8v1M,training,127,5,484,493,spread mashed sweet potato in the center of the tortilla,Plate
DKk5IVcIWW8,training,109,2,34,51,combine flour and paprika and coat the wings,Season
DViAejsp_rQ,training,425,1,31,46,drizzle oil on the dosa,Cook-Heat
DViAejsp_rQ,training,425,4,78,87,fold the dosa over,Mix
Db6SYxAfmPM,training,108,1,40,72,top the batter with blueberries,Idle
DrXVuj1Qowo,validation,418,4,146,159,separate the water and the channas do not discard the water,Idle
DrXVuj1Qowo,validation,418,11,340,424,mix occasionaly and cover and allow the channas to cook,Cook-Heat
DvAiRex4JlQ,training,113,0,50,86,spread butter on the bread,Plate
EHPkhM261nk,training,218,3,175,178,mash the potatoes with a masher,Mix
EOc8Xiezg8U,training,117,1,47,51,whisk for 1 to 2 minutes,Mix
EP2OBrPPWtU,training,102,5,101,114,coat the onion rings in the batter,Season
EZKU6KK7e-4,training,319,0,36,43,marinate tofu in sesame oil ginger and lemon juice,Season
EcPsOyNjKYE,training,210,0,49,104,mix the potato egg onion flour salt and pepper together,Mix
Eci1mvWcQuI,training,216,1,71,92,cook the bratwursts on the grill,Cook-Heat
EnP2j1caRVs,validation,318,5,96,125,cook the short ribs,Cook-Heat
Epl4sPuetO0,training,423,3,31,39,cook noodles in a pot,Cook-Heat
F564e476ULM,validation,115,8,365,369,plate the lobster corndogs with honey mustard,Plate
F5NsOgJgz64,training,204,3,155,186,wait for the flame off and add marinara sauce and some cream to the pan and cook for some seconds,Cook-Heat
FSWZXBbEyFw,validation,110,5,166,179,grill the chicken on both sides and let it rest on a plate,Cook-Heat
FTdfwoxgMTU,training,112,2,209,248,combine the mixture and refrigerate it for 4 hours before serving,Idle
G-spzGkKIHM,validation,425,1,42,63,spread chutney on top,Plate
G-vY8T7pSTM,training,307,2,69,71,arrange crab in a line,Idle
G3k0rnWXK_c,training,213,0,14,21,spread the butter onto the bread and flip over,Plate
GAKI57aE3Yo,training,119,0,47,63,saute diced onions and bell peppers on the pan using olive oil,Cook-Heat
GCwrUPndL4g,training,120,0,19,25,peel and chop shred the potatoes,Cut
GCwrUPndL4g,training,120,2,51,60,grate an onion and add to the potatoes,Cut
GaxyzK2mHqw,training,113,0,87,93,spread butter on the bread,Plate
Ghefa-Q18Tg,training,122,0,55,117,cut some tomatoes into halves spread olive salt and pepper on top and roast them in the oven,Bake
Ghefa-Q18Tg,training,122,8,441,477,drain the soup and pour the liquid back to the pot,Idle
Gs7Bg6hLo84,training,120,3,64,68,shred the potatoes and sweet potatoes to a bowl and add the cooked onions,Cut
HWdaqQP5460,training,412,1,303,337,break one egg on the pan and scramble the egg,Idle
I8ckIq2-j0k,training,207,5,205,224,coat pieces of fish in the batter,Season
IvDEV7eROm4,training,122,2,223,275,spread some pepper sugar vinegar basil and olive oil on top,Plate
IvDEV7eROm4,training,122,7,534,537,heat the bread on a pan,Idle
JAF3Bpy-AsY,training,318,0,43,71,wash the blood off the ribs,Prep
JAF3Bpy-AsY,training,318,5,158,205,mix the puree sesame oil salt and sauce together,Mix
JGp_1OQ_XC8,training,222,4,90,103,garnish with green onion,Plate
JXCmp1jMi0w,training,105,5,181,188,beat some eggs and whisk them well,Mix
JeLdTWqLUY0,training,216,0,67,71,prepare the grill fire,Cook-Heat
Kbrkj7wZ4UA,training,419,7,343,346,flip the naan to the other side and cover the lid,Idle
KchBiFT7Vlg,training,202,2,75,85,peel the tomatoes and roughly chop them,Cut
KfAq4KRIVs4,training,405,5,499,505,garnish with chopped coriander,Plate
KoKkf5qEW8w,training,324,2,115,130,heat some sesame oil in a pot and add the chopped onions,Idle
L-NOPLU4JOQ,training,419,10,358,380,pat with butter and serve,Plate
L4tdvpago7s,training,318,1,67,81,peel and cut the apple and kiwi,Cut
LEqqsROtG-I,training,319,4,31,35,cut some mushroom and add sesame oil soy sauce garlic and pepper to it,Cut
LEqqsROtG-I,training,319,10,124,132,crack an egg on the top and spread some sesame seeds and cook it on the stove,Cook-Heat
LMoGwLqPM64,training,324,5,111,119,cook the noodles,Cook-Heat
LRjJqoeprqg,training,213,3,273,294,spread dijon mustard on half of the bread,Plate
LYj5-CdRIz0,validation,302,2,85,99,stir and then add red bell pepper carrot bean sprouts and cabbage,Mix
LjfTvZ-cmzs,validation,210,8,246,267,plate boxty cooked bacon and fried egg,Plate
M1HPY6_IEqU,training,119,0,10,36,mix an egg worcester sauce mustard ketchip pepper onion bell pepper garlic salt and bread crumbs,Mix
MBDYDoIbt5M,training,124,0,76,86,peel carrots and cut off the tops,Cut
MC7IWjamNYI,training,114,0,14,32,boil some peeled and chopped potatoes in water,Cook-Heat
MC7IWjamNYI,training,114,2,55,64,mash the potatoes with a masher,Mix
MPCU71Hg-i4,validation,116,1,18,25,spread butter on the bread,Plate
MPCU71Hg-i4,validation,116,5,33,36,spread marinara sauce on top,Plate
MPCU71Hg-i4,validation,116,7,41,42,spread marinara sauce on top,Plate
Mc3pEWN0sTs,training,413,9,234,239,spread some butter on one side of the bread,Plate
Mm6Ay5ez6Ig,training,302,7,170,180,chop up the cilantro and add it and sprouts to the pan,Cut
NGaMA8-Qn8o,training,404,3,229,253,mix the brown sugar soy sauce curry powder and chili sauce,Bake
NHFmZV7XNzc,training,229,10,187,192,spread the cucumber sauce on the falafel,Idle
NRovp9c9e-4,validation,401,7,643,645,garnish with chopped coriander,Plate
NTyhMGmuWik,validation,124,4,222,278,steam frankfurters for 4 minutes in same steamer place the hot dog buns and steam for a couple of minutes,Cook-Heat
NYhsc9ikk4I,validation,109,6,280,287,mix hot sauce and melted butter together,Mix
NYhsc9ikk4I,validation,109,7,287,318,coat the wings in sauce,Season
Nxt9F9WjdcU,training,306,0,51,126,peel and devein the shrimp and place in a pan,Cut
Nz9EAqTBrNw,training,307,4,129,148,spread and pat the rice across the nori and sprinkle sesame seeds,Idle
O0dbSxAKljk,training,120,1,63,92,grate the potato,Cut
O7nS_uu3CZo,training,214,3,73,123,cook until the foie gras is cooked in the center,Cook-Heat
OUhxy5BANfk,validation,425,2,89,98,spread the batter in the pan,Idle
OUhxy5BANfk,validation,425,5,215,230,fold the sides of the dosa over,Mix
P1OuArzyUl8,training,112,5,74,105,mix everything up and serve,Plate
PKt_za_XfF8,training,120,0,14,25,boil the potatoes until it is half done then peel the skin and grate,Cook-Heat
PNlctwVmbLY,validation,305,5,230,268,mix the paste with the rind,Mix
PRSzKHcYXrk,training,229,5,174,189,drizzle with olive oil,Mix
PTUxCvCz8Bc,validation,105,2,104,132,coat the chicken wings with both mixture,Season
PTpRTJKAEoI,validation,110,0,59,83,tear raw kale leaves in bite size pieces add lemon juice and salt and massage thoroughly keep it aside,Season
P_eepz1z7H8,training,406,3,80,88,fold the sides of the paper in,Mix
Pk88LQ7hxbg,validation,324,0,38,46,mix brown sugar soy sauce and mirin,Bake
Pk88LQ7hxbg,validation,324,10,163,168,garnish with furikake,Plate
PuOc9u9GjWU,training,107,0,32,38,cut large calamari into rings and put them in a bowl,Cut
QLaA91I4t3U,training,111,2,63,71,chop the grapes in half and them add the bowl,Cut
QepadF9vOdA,training,206,1,89,104,boil water in a big deep pan add salt to it and dunk spaghetti in it and toss,Cook-Heat
Qy366zq9vws,training,219,2,61,70,cut fresh dill herbs and add it to the massaged veggie and mix,Cut
R96CUaMwGME,training,318,4,59,68,cook the meat on the grill,Cook-Heat
RE3QHbz2SH4,training,210,2,35,39,mash the potatoes with a hand masher,Mix
RFE7qdhjgXc,validation,404,4,163,182,wash the pan and cook ginger garlic carrot bean sprouts and broccoli in the pan with oil,Cook-Heat
RFE7qdhjgXc,validation,404,5,186,200,cover it to cook and then add in the noodles,Cook-Heat
RKhfv-spUaI,validation,124,8,260,280,spread the bun with mustard,Plate
RUxugNYxFqg,validation,319,4,212,228,mix soy sauce and sesame oil with the bean sprouts and spinach,Mix
Rig-KeXvcyk,training,213,0,30,50,spread butter onto a piece of french bread,Plate
Rig-KeXvcyk,training,213,5,96,110,spread butter on the top piece of bread,Plate
RoLhMa9SHsI,training,113,0,40,51,spread the butter on two pieces of bread,Plate
RoLhMa9SHsI,training,113,4,131,138,top it off with the other piece of bread,Plate
S07Fr83GcBI,validation,113,1,84,101,spread some butter on two slice of sourdough bread,Plate
S07Fr83GcBI,validation,113,3,122,126,spread some more coconut sugar on top,Plate
S8BAT46vJJs,training,127,5,337,347,garnish the baked burritos with cilantro,Plate
SSmpg5gmTzc,training,126,3,195,254,chop the beef and soak it in the broth,Cut
SVo2W3ux1pU,validation,101,0,65,94,spread mayonnaise on top of one slice of toast,Cut
Sh33vaPTI0Q,training,201,0,76,106,coat sliced chicken in flour beaten eggs and bread crumbs,Season
TAXAVvroOgk,validation,111,5,34,44,serve it over a layer of chopped lettuce,Plate
TMpt-41UTOk,validation,218,13,446,460,boil the wrapped pierogies in boiling salted water,Cook-Heat
T_fPNAK5Ecg,validation,208,3,391,437,mash the potatoes with a masher,Mix
TfITvKr5M3k,validation,227,0,72,82,cook bulgur wheat in boiled water,Cook-Heat
TsEyXJqB4vk,training,413,0,127,161,grate one piece of chicken,Cut
TvnrmFuz0G8,training,229,4,151,177,blend the chickpeas and herbs,Mix
UHmKlQ2OkTM,training,106,2,185,200,stir the macaroni up until it is seasoned well and set it aside,Mix
UkqQAynrM2g,validation,112,12,310,317,mix pasta green beans tomatos zucchini corn onion and parsley,Mix
UoP9ZJKqAh4,training,114,1,28,40,mash the potatoes with a masher,Mix
VJh-hIt_Oc0,training,103,7,187,191,top with a bun,Plate
VcIF3HOI9wI,training,101,4,136,138,toast 2 slices of bread in a toaster,Cut
Vuy2nrJz0Zw,training,104,1,73,99,whisk the eggs,Mix
VwBJ230pjSk,training,419,2,43,76,mix yeast with water and wait until yeast becomes active,Mix
Vyrq2i3R_Sk,training,209,8,266,273,cover meat with mashed potatos,Plate
WO4EXX5DJHQ,training,223,6,223,226,cook the noodles,Cook-Heat
WXj9wVPWmj0,training,213,0,8,93,slice the bread and apply olive oil and cheesy sauce on the bread,Season
WcNepcoPYmA,training,201,0,40,47,cut the chicken breasts into half and set them on a baking sheet,Bake
We2CzpjPD3k,validation,208,4,383,415,mix boiled potato butter milk mustard and mash them,Mix
WlHWRPyA7_g,validation,302,7,155,180,fold roll and seal the wrapper,Mix
WqfselLH4MQ,validation,109,5,353,374,coat the wings with sauce,Season
WrJ_Xj9FArM,training,207,0,26,52,peel and slice the potatos,Cut
Ws7JgPJsVjs,validation,308,0,54,62,spread rice onto the sheet and flip over,Idle
XOwypmUT5cc,training,321,0,77,98,mix sesame seeds with chicken breast,Mix
XOwypmUT5cc,training,321,3,201,264,combine chicken stock dark soy sauce cooking wine hoisin sauce black vinegar sugar and sesame oil,Cook-Heat
XOwypmUT5cc,training,321,6,513,579,fry some minced garlic roasted red chilli and the sauce,Cook-Heat
XUyqiWN8WFI,validation,212,0,45,51,boil peeled potato and sweet potato in water,Cook-Heat
XeXQ23fgS38,training,318,9,132,155,mix gook gnajang sesame oil minced garlic pepper and green onions with the moo,Mix
XkH9lXa6ykU,training,107,5,177,190,drain the oil from the squid,Idle
XrhAUrmnjaA,training,403,6,144,151,chop the chili pepper and garlic,Cut
Y4GVder8xwE,training,230,4,132,183,grill the kebab,Cook-Heat
Y9eViE3LY6U,training,110,0,22,36,boil peel and cut up an egg,Cook-Heat
Y9eViE3LY6U,training,110,3,79,113,combine mayonnaise crushed garlic chopped anchovy fillets and lemon juice,Mix
YgFwFoqglKc,training,412,0,37,76,combine the chicken cornstarch sugar soy sauce grape seed oil and water and mix together,Mix
YnSPiFBZiRI,training,110,2,104,157,cut chicken breasts bacon and croutons bake them one after the other,Bake
YuY7aqO0HxU,training,413,0,68,112,peel the skin of 1 daikon  wash it and slice it into thin long strips,Cut
YuY7aqO0HxU,training,413,1,123,192,peel the skin of 1 carrot  wash it and slice it into thin long strips as same as daikon,Cut
YuY7aqO0HxU,training,413,11,562,570,drizzle little margie sauce or soy sauce and serve,Plate
ZBKyj1frrAU,training,313,3,69,95,heat the sushi with a blowtorch,Cook-Heat
ZFCc4B5Jj_4,training,321,4,124,155,saute chopped green onions and red chilies adding olive oil and the liquid mixture to it and cook,Cook-Heat
ZGLv-uyeQWU,training,126,0,70,110,heat some oil in  a pan and fry some boneless short rib meat until they brown on all the sides,Cook-Heat
ZcsshMf0NTI,training,227,6,209,235,chop some cherry tomatoes and arrange the tomatoes around the dish place the bell pepper and herbs as garnishing and serve,Plate
Zi0Ou5dfsWs,training,110,9,393,422,slice a cooked chicken breast and place on top of the salad,Cut
ZsAfIadkwj8,training,228,0,27,39,soak cook and mash chickpeas,Cook-Heat
_EtwHSuT4LA,training,302,10,296,307,flip the egg rolls over,Cook-Heat
_mL1gihKDw0,validation,305,2,88,116,combine the cabbage and salt water,Mix
_z1nplx1HdY,training,318,1,67,98,combine pineapple soy sauce sugar pepper sesame oil and vinegar,Mix
a33P6Woqnsk,training,223,1,64,69,drain marinade and separate beef,Idle
a6tBjoYxbYQ,training,313,1,64,70,flip sushi upside down onto sushi mat,Idle
a6tBjoYxbYQ,training,313,6,143,151,cover sushi with clean film and press down using sushi mat,Idle
aSLQ9Ow-wMA,training,303,1,126,159,drain the water from the tofu box and slice the tofu into cubes,Idle
abfhnSaZFlA,validation,309,2,196,225,mix in some peanuts freshly chopped cilantro and fried vegetables,Mix
asoMkznFaCU,training,215,0,57,63,mix some chopped parsley garlic and butter,Mix
bmZB3aszZlA,validation,203,6,240,266,coat the meatballs and spaghetti with the sauce,Season
bmxWJNbqCk8,validation,208,5,108,118,mash the potatos and top with sourcream and chives,Mix
c00gy-NVzaw,validation,421,0,80,93,crush coriander seeds and fennel seeds and put it in a bowl,Cut
cVUMbDi51ZQ,training,406,6,580,615,fold up tight and roll up,Mix
cwsDQ7M5OTI,training,225,0,22,30,saute chopped celery carrots and onion,Cook-Heat
dC9gJsXAXGU,training,307,1,67,92,flip the sheet over and put on avocado and crab salad on it,Mix
dXhZKrEUHEI,training,310,6,266,281,cut some tuna slices and put to a plate,Cut
danq5zt1zlQ,training,122,2,117,143,cut the tomatoes into pieces and remove the seeds,Cut
dn1qrAHh7k0,training,113,0,28,52,spread butter on the bread,Plate
e2t_1Atddaw,training,319,6,164,179,stir fry the spinach with sesame oil and add a little oyster sauce,Mix
eWR6fgNWfqw,training,309,5,201,213,fold the wrapper over and seal the edges,Idle
erExuKpqrAs,training,406,5,73,85,chop two leaves of lettuce,Cut
fAfk3DJ5Diw,training,321,1,60,95,marinate the chicken with  cup of soy sauce for about 30 minutes,Season
fOPF3x6c2WI,training,101,0,11,19,prepare a pair of buns,Prep
fSY-uG_uayI,training,422,5,262,294,cook the vegetables in the pan quickly and remove,Cook-Heat
ffyHeyRpYvo,validation,208,11,399,409,plate some mash potatoes add canned peas over it and top with the banger gravy on top and serve,Mix
fpPQcbr5VC0,validation,310,2,88,136,arrange the tuna slices along with the seaweed and sprinkle some sesame seeds over it,Cut
fq37BTAjPHk,training,105,1,186,198,cover the chicken and refrigerate it for few hours,Idle
fznTL6TzsqI,training,305,8,377,403,cut the radish in to slices and put in the blended apple pear,Cut
gZuDMKXWU_E,validation,103,8,288,291,top the patties with cheese,Plate
hJzPVZf6JVo,training,303,0,89,123,dice the tofu,Cut
hM3j1SlUQd8,training,308,3,97,104,spread sriracha sauce onto the tuna,Plate
hXkepSgN_zo,training,105,2,68,128,coat chicken pieces in flour and place on a wire rack,Season
hcAM69dhawM,training,106,0,14,23,boil pasta in water,Cook-Heat
i2bQ88Ci5p4,training,109,1,32,38,soak the chicken in the brine mixture,Prep
i8BjqgemuXo,training,213,1,53,62,shred some cheese in it and add salt and pepper to it,Cut
i8BjqgemuXo,training,213,5,181,196,heat the croque monsieur on the pan with a baking sheet on bottom,Bake
iq7aiv9MPvA,validation,126,0,158,231,cook beef cube steak chopped yellow onion red enchilada sauce cheese beans in a pot,Cut
ivCUhv6Cm0Q,training,307,0,83,101,spread rice onto the nori sheet,Idle
ivLLGfX0YUs,training,416,8,240,268,stir while cooking until it is ready to serve,Cook-Heat
ixaY3TcKFFA,training,105,3,210,238,coat the chicken in the flour mixture,Season
j878b3cSqEw,training,425,9,247,250,fold the dosa into a triangle,Mix
jGnz9f_2A2Y,training,306,3,240,277,combine sweet chili sauce rice wine vinegar fish sauce sesame seeds coriander and mint and blend together,Mix
jGnz9f_2A2Y,training,306,6,348,350,grate lemon zest,Cut
jnewhlK2USg,validation,308,3,221,260,spread some cooked rice on seaweed sushi wrapper,Plate
jxMQRNpUsXc,training,206,3,106,131,drain the spaghetti and add the cooked garlic bacon and the sauce,Idle
k3nRPKCyyVg,training,318,2,79,93,coat the beef well with the sauce,Season
k89aq4jtiNM,training,403,6,215,227,saute the noodles,Cook-Heat
kD25U-pM1Qw,training,307,1,66,91,spread the rice on a piece of seaweed sushi wrapper,Plate
kEpB-PVlvVk,training,325,1,92,102,simmer tofu black mushrooms and bamboo shoots,Cook-Heat
kSyFQ1hWBLU,training,215,4,102,107,steam the shells,Cook-Heat
kTVcpmqpXJ8,training,324,0,48,58,boil some udon noodles in a pot and drain the noodles,Cook-Heat
kchoaU2HL-o,validation,115,2,235,252,coat the sausage with the batter,Season
khmRPBMz6do,training,308,4,115,131,cook the sushi rice,Cook-Heat
l6Wblq6yIk0,training,321,3,124,136,steam the broccoli,Cook-Heat
lC8B_Yx6Qzg,validation,226,7,261,267,toss everything well and serve,Plate
lMNneVHjxk8,training,323,1,81,95,marinate the pork with the sauce,Season
lMNneVHjxk8,training,323,2,109,112,roast the pork and drain them,Bake
lRwMt_eHjxU,validation,401,0,14,37,heat some oil add some combined spice and stir,Mix
lRwMt_eHjxU,validation,401,7,287,291,season the dish with some chopped green onion,Season
lYiKwaclCZQ,training,423,2,93,104,marinate the shrimp with the paste,Season
lhSHtL-fMYA,training,318,0,47,71,chop the green onion cabbage enoki mushrooms sweet potato garlic perilla and chicken,Cut
lhSHtL-fMYA,training,318,4,259,265,soak the chicken in the sauce,Season
lrx9H0-W2Kk,training,224,3,94,107,cover the meat with flour,Prep
luDzsPatsGw,validation,214,7,442,463,drizzle cognac on the marinated foie gras,Plate
m6Fuxu5LjYg,training,105,4,157,174,coat the chicken in the flour mixture,Season
m7eR6vTPCxE,training,203,0,31,44,mince onions and add ground beef to a bowl with them,Cut
mZwK0TBI1iY,validation,201,5,96,102,spread sauce over the chicken,Plate
mZwK0TBI1iY,validation,201,6,102,107,top the chicken with mozzarella cheese,Plate
mga0jybosxE,training,114,0,14,53,peel and cut potatoes,Cut
nQLUK4aKsg0,training,210,5,90,98,cook the pan cake with the lid covered,Cook-Heat
nfJ8Hsh7L_c,training,209,1,52,59,cook the lamb in the pot,Cook-Heat
o25fLmZsWzw,training,126,0,105,145,heat a pan and add olive oil then add onions and 4 cloves of chopped garlic,Cook-Heat
o2H6KyYNy3s,training,218,11,214,218,garnish with onions and parsley,Plate
oAE7nqQeMBQ,validation,117,4,77,82,sprinkle paprika into the tray,Season
oUvPl-uaqdE,training,205,3,78,101,spread tomato puree mixed with some salt and olive oil on the dough,Mix
oVPr2LAyhRM,training,111,5,87,100,cook the endive on a grill,Cook-Heat
oaOdliOVL6g,training,206,3,99,131,whisk the eggs,Mix
odLBmYsUaHI,training,201,0,51,71,toss some brussel sprouts with 1 tbsp of extra virgin olive oil and sprinkle some kosher salt on it,Season
pOWe4zB-E-4,training,425,0,5,78,mix the maida rice flour suji curry leaves salt cumin seeds and hing,Mix
pOWe4zB-E-4,training,425,4,190,205,spread the batter in the pan,Idle
pOWe4zB-E-4,training,425,6,228,235,flip the dosa over,Idle
pOWe4zB-E-4,training,425,8,256,263,fold the dosa over,Mix
pTjoGIvSfE8,validation,225,4,396,410,reduce heat to low and simmer for 15-20 minutes until seasonings and tomatoes are well blended,Cook-Heat
pYhiIrlXY7I,training,120,4,149,196,stir a bit and cook until browned and crust forms,Cook-Heat
p_UKXct35jY,training,230,12,130,133,cover the skewers loosely with foils to keep them warm,Bake
qRUbmEZ6oiA,training,319,5,286,309,mix the beef egg vegetables and some cooked rice,Mix
qndZKzNHpwc,training,308,2,208,219,flip the seaweed over,Idle
qq0Wu8fJQLI,training,113,4,185,195,combine 2 slices of bread and let it cook on the grill,Cook-Heat
rAvuiOAC-V8,training,216,6,133,171,spread mustard on bread and place sausage onion bacon and sauerkraut to bun,Plate
rKtI8FQGhHo,validation,229,2,55,85,cut the onions and potatoes mince 4 cloves of garlic and squeeze 2 tsp of lemon juice,Cut
rTVN7NN-m2Q,training,308,1,122,136,spread rice on half the seeweed,Mix
sZ2NyyKVf7A,training,121,12,173,183,stir in the minced clams,Mix
soLZjUyn0CI,validation,124,0,54,67,mix some chilli powder salt turmeric powder and tomato paste on a plate,Mix
soLZjUyn0CI,validation,124,1,67,76,coat the halal hotdogs with the mixture on the plate,Season
sv8jRCmi3Ro,validation,227,1,28,50,spread the tomatoes on a baking sheet and add oil and salt,Bake
t9ry6TkD598,training,313,3,93,96,flip the piece of sushi over,Idle
tYg3lQ5aZv8,validation,309,11,166,182,fold the pot sticker and pleat the edges,Mix
tZF_WIdSQHM,training,305,5,313,387,blend ginger onion and garlic in a food processor,Mix
tZF_WIdSQHM,training,305,6,392,457,mix porrige mixture fish sauce pepper flakes onions garlic and ginger in a bowl,Mix
tasuUgO6m3c,training,405,3,133,147,add bay leaves diced carrot onion tomato potato green chilli and pepper and garlic to a baking tray,Bake
tfZ7g7yr-0k,training,418,5,252,280,mash some of the chickpeas,Mix
trSnVJl6Q_k,training,203,0,12,28,saute chopped onion and garlic with oil,Cook-Heat
trSnVJl6Q_k,training,203,6,169,190,mix the meatballs and sauce in the spaghetti,Mix
u8mJfN9TBkY,training,207,5,139,142,mix some more flour and salt and pepper,Mix
uFbAiNoQYQE,training,114,8,287,294,chop up the chives and add to the mashed potatos,Cut
uHv9xRooPMc,validation,313,1,57,77,stuff the sushi rice inside the meat slice and place them on a baking sheet in a row,Bake
uI-vgcqOioU,training,405,7,264,280,cover the pan to cook for 15 minutes,Cook-Heat
uI-vgcqOioU,training,405,10,364,397,cover to cook for another 40 minutes and garnish with more coriander leaves,Cook-Heat
umveZyJ1h1s,training,219,5,262,279,grate the carrots and transfer it to the big bowl,Cut
uxEhH6MPH28,training,105,4,113,134,coat the chicken in the seasoned flour,Season
uyr2mXqn3Yo,training,228,3,158,175,blend garlic and the bell pepper in a food processor,Mix
v7xUF6_YFcc,training,119,2,350,389,add tomato ketchup on the beef and bake the mixture in the oven,Bake
vDDeMg2dhEM,validation,302,7,156,190,add the bean sprouts season with soya sauce and transfer everything on a baking sheet and spread them,Bake
vEiWZHn2OiE,training,206,9,268,275,toss the mixture and add parmesan and black pepper to taste,Season
vL2hqbnR5HY,training,208,2,120,131,cook the sausages on a grill,Cook-Heat
v_dkYNq8G9Y,validation,321,3,156,172,cover the chicken in flour,Prep
vmHAOH5UMFY,training,205,1,25,37,spread the special ginas sauce on top,Plate
vwtelJNe7ls,training,410,5,472,488,spread butter on the bread,Plate
w0FBc7-Acs8,training,419,8,265,283,cook the dough on top of the pan,Cook-Heat
wHWDBQ9_7FU,validation,207,5,86,96,peel and cut up the potato,Cut
wR8Ybxpnbwc,validation,308,7,105,114,flip the nori over and add the tuna mixture to the other side,Mix
x2O99s2EOXg,training,421,10,260,282,fold the the samosa four times,Mix
xS78EktJZZA,training,210,1,89,94,grate uncooked potatoes into a bowl,Cut
xhXcJ6bhX2w,validation,106,1,75,88,stir while cooking pasta and drain,Cook-Heat
yBsMxYO8fZo,training,302,6,113,123,mix soy sauce sesame oil honey and cilantro,Mix
yTPJ_u_qxDU,validation,318,4,327,467,grill the marinated ribs well and serve with chopped leeks and red onions,Cook-Heat
ysUibvVCpP8,validation,406,0,197,221,mix 2 tbsp of chili garlic sauce with the hoisin and keep it aside,Mix
yxjnWx6TaQ8,validation,115,1,33,53,mix cornmeal flour salt pepper sugar and baking powder,Bake
z6GDbQ7nqic,training,201,1,128,131,heat up the tomoatoe sauce,Idle
zBexcthy_tA,validation,201,2,89,103,whisk the eggs,Mix
zCumtEzm4TE,training,317,7,326,349,mix everything well  add the meat and mix again and put into fridge for 30 minutes,Mix
zKS6PpS5WKQ,training,416,3,325,384,mix masala tikka and water and pour into the dal add some butter and cook,Cook-Heat
zMrDtnzoSiw,training,409,7,198,209,cover to cook until 70% cooked,Cook-Heat
zO7LIiIMVgk,training,104,0,86,90,mince some chives and keep them ready,Cut
zW4yoTwjtJs,training,318,8,181,229,grill the ribs,Cook-Heat
zYMelEXKars,training,216,4,145,170,cook the bratwursts on the grill,Cook-Heat
zZysbuDEtWY,training,117,6,121,127,split two english muffins toast them and add butter salt and pepper,Idle
z_ZHVTqbSZo,training,421,8,189,240,fold into cone shape and fill with potato mix and pinch top closed,Mix
zcS2hLxZ-cI,training,314,1,59,78,boil water and add the noodles to it simmer and cook until the noodles are soft covering the lid,Cook-Heat
02nUKT0A7uE,validation,224,1,78,87,add flour and bread crumbs to aluminum sheets,Mix
0H_IfT2sDZ8,training,318,4,136,148,brush the ribs with the sauce,Idle
0Jkcym1lGBc,training,324,2,35,58,poor broth into a pan then dilute with water,Cook-Heat
0hb6NShH9hY,validation,314,4,165,167,place packed seaweed into the jar,Mix
1-SJGQ2HLp8,training,205,6,210,235,stretch out and press the dough,Idle
1Ihxcua2HBc,validation,218,7,179,189,crimp shut with fork,Idle
1U5GzTal-2Y,training,308,7,245,252,add sauce to the top of the roll,Mix
29Wkj1LqaK8,validation,410,5,151,180,place oil on the chapati and cover with flour,Mix
2RW7l4zbS_k,training,308,0,7,23,place some steamed rice on a piece of seaweed,Mix
2Rn2tM9Rgg8,training,403,8,414,418,add eggs,Mix
2UY6Fztzpng,training,230,7,154,171,use skew the chicken and peppers and brush some oil on the grill,Cook-Heat
2iWUUcW08ac,validation,108,5,278,294,pour the butter into the egg yolks,Cook-Heat
3WXM2FAueb8,validation,127,8,194,197,roll up the burrito,Idle
